ICD10 Code,UCOD_Rec,UCOD_Ent,Contrib_Rec,Contrib_Ent,Match Type,Rule,Cause,RuleName,Occurrences
J350,5,1,28,32,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),66
J351,22,6,48,80,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),156
J352,3,4,12,27,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),46
J353,6,1,22,11,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),40
J358,22,62,132,94,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),310
J359,58,49,493,543,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1143
J36,168,52,123,244,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),587
J370,29,11,91,115,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),246
J371,10,3,12,13,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),38
J380,1231,208,3190,4244,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),8873
J381,50,5,81,127,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),263
J382,5,1,18,22,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),46
J383,351,40,535,853,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1779
J384,278,205,818,898,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2199
J385,147,91,306,367,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),911
J386,456,203,1127,1403,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3189
J387,726,316,1795,2271,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),5108
J390,467,135,307,661,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1570
J3901,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J391,166,69,151,252,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),638
J392,1413,394,2580,3645,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),8032
J3921,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J393,7,4,11,14,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),36
J398,3230,1626,9321,11203,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),25380
J3981,0,0,3,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3
J399,142,111,299,341,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),893
J40,6602,3447,13383,24342,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),47774
J410,30,3,202,321,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),556
J411,137,98,223,457,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),915
J418,5,3,6,13,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),27
J42,5474,1688,13374,27585,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),48121
J430,48,14,36,75,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),173
J431,1879,908,1614,2612,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),7013
J432,2425,1048,3268,4701,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),11442
J438,42,15,59,88,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),204
J439,194039,78753,228230,363703,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),864725
J4391,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J440,317666,2,203458,53,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),521179
J441,83924,12500,54183,126122,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),276729
J4411,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J448,38645,3128,55057,9704,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),106534
J4481,0,0,2,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J449,2255609,1263874,2610924,4343984,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),10474391
J4491,0,0,3,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3
J450,3102,1765,1487,2772,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),9126
J4501,0,0,3,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3
J451,72,9,79,165,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),325
J458,5,1,5,9,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),20
J459,64459,22105,152459,243945,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),482968
J4591,0,0,70,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),70
J46,6390,3321,1278,4781,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),15770
J47,20679,5792,27664,43109,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),97244
J60,3768,722,5819,8956,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),19265
J61,9307,1389,15715,24065,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),50476
J620,42,15,45,73,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),175
J628,1179,186,1056,2091,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),4512
J630,3,1,3,5,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),12
J631,0,0,1,1,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J632,154,29,144,273,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),600
J633,1,1,0,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J634,66,29,53,93,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),241
J638,7,2,14,19,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),42
J64,1310,368,1743,3106,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),6527
J65,28,0,26,3,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),57
J660,25,2,25,48,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),100
J661,1,0,0,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J662,1,0,5,6,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),12
J668,9,1,8,15,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),33
J670,261,28,255,488,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1032
J671,1,0,1,2,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),4
J672,78,11,19,86,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),194
J674,0,0,1,1,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J675,0,0,1,1,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J677,8,2,5,11,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),26
J678,10,4,5,11,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),30
J679,2035,390,1649,3348,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),7422
J6791,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J680,330,146,240,427,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1143
J681,4,4,4,4,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),16
J682,2,0,1,3,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),6
J683,5,4,13,14,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),36
J684,34,11,21,44,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),110
J688,6,1,14,20,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),41
J689,4,1,2,5,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),12
J690,384071,585629,891843,709955,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2571498
J6901,0,0,12,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),12
J691,86,33,147,200,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),466
J698,18,12,30,37,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),97
J700,468,104,5103,5483,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),11158
J701,155,89,957,1024,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2225
J702,5,1,9,13,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),28
J703,8,1,3,6,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),18
J704,20,5,15,29,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),69
J708,7,4,5,8,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),24
J709,66,12,81,135,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),294
J80,33340,139913,280454,178582,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),632289
J81,12317,70557,193966,153929,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),430769
J82,3890,1026,4696,7594,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),17206
J840,2726,1712,1596,2653,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),8687
J8401,0,0,2,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J841,275522,147031,159107,294729,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),876389
J8411,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J848,637,219,15677,16167,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),32700
J849,94002,38538,59723,119073,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),311336
J8490,0,0,0,2,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J8491,0,0,7,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),7
J850,3677,3329,5404,5891,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),18301
J8501,0,0,3,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3
J851,1299,5,2672,14,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3990
J852,2255,2461,6126,9924,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),20766
J8521,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J853,131,70,388,455,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1044
J860,1704,1079,9199,9983,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),21965
J869,8995,5577,22399,26317,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),63288
J8691,0,0,4,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),4
J90,24909,20420,237338,243929,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),526596
J91,0,0,1,1,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J920,101,5,253,150,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),509
J929,58,19,401,644,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1122
J930,1124,2116,6183,5316,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),14739
J931,850,1237,5826,5532,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),13445
J938,176,195,1319,1313,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3003
J939,6887,6527,53086,54383,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),120883
J940,34,28,200,212,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),474
J941,213,59,670,825,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1767
J942,2158,3302,9795,8776,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),24031
J948,1010,935,7385,7542,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),16872
J949,178,89,819,1076,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2162
J950,1,426,1928,1605,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3960
J951,0,2,16,14,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),32
J952,0,23,65,42,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),130
J953,0,2,7,5,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),14
J954,0,5,19,14,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),38
J955,0,6,39,33,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),78
J958,5,13166,37272,24451,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),74894
J959,0,79,200,121,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),400
J960,38727,1351665,1975966,673414,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),4039772
J9601,0,0,7,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),7
J961,51662,75273,429081,411007,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),967023
J9611,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J969,87372,2426439,3484862,1167135,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),7165808
J9691,0,0,9,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),9
J980,1560,1126,7852,8703,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),19241
J9801,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J981,3486,3431,21045,21312,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),49274
J9811,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J982,1401,585,4527,5379,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),11892
J9821,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J983,17,10,46,53,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),126
J984,61153,47992,140865,216238,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),466248
J9840,0,1,0,7,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),8
J9841,0,0,2,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J985,3138,1704,6402,7992,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),19236
J9851,0,0,3,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),3
J986,923,150,2547,3331,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),6951
J988,8721,8897,26580,29304,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),73502
J9881,0,0,2,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
J989,7171,15140,17394,25742,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),65447
J9891,0,0,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),1
J99,0,1,1,0,hash,J00-J98,Respiratory,J00-J98 (Diseases of the respiratory system),2
K000,3,1,7,9,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",20
K001,0,0,1,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K002,1,0,3,4,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",8
K003,0,2,5,3,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",10
K004,1,0,1,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K005,0,2,3,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",6
K006,1,0,6,7,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",14
K007,29,2,215,243,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",489
K008,0,0,2,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K009,2,0,4,6,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",12
K010,0,0,1,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K011,1,0,12,13,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",26
K021,1,0,1,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K022,0,2,4,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",8
K029,68,5,461,526,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",1060
K030,1,0,2,3,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",6
K031,0,0,1,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K032,0,0,4,4,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",8
K036,0,0,4,4,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",8
K038,0,0,1,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K039,2,0,3,5,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",10
K040,1,0,5,6,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",12
K041,2,0,1,3,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",6
K043,0,0,2,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K045,0,0,6,6,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",12
K046,1,0,0,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K047,780,81,1173,1892,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",3926
K0471,0,0,3,0,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",3
K048,1,2,4,3,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",10
K049,3,3,23,25,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",54
K050,1,1,4,4,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",10
K051,34,5,132,161,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",332
K052,47,6,64,106,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",223
K053,21,10,103,115,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",249
K054,1,0,5,6,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",12
K055,2,0,4,6,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",12
K056,43,4,176,219,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",442
K061,0,0,8,8,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",16
K062,1,0,0,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K068,16,9,42,49,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",116
K069,12,3,60,69,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",144
K070,50,22,292,321,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",685
K071,7,0,41,48,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",96
K073,4,0,3,4,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",11
K074,3,0,5,7,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",15
K075,0,0,1,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K076,9,1,55,64,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",129
K078,1,0,4,5,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",10
K079,4,3,17,18,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",42
K081,11,2,49,58,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",120
K082,0,0,1,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K083,0,0,2,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K088,586,606,1035,1031,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",3258
K089,30,10,292,315,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",647
K090,0,0,4,4,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",8
K092,2,0,2,4,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",8
K098,1,0,1,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K099,0,0,3,3,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",6
K100,1,0,5,6,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",12
K101,3,0,4,7,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",14
K102,227,103,661,796,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",1787
K103,1,0,2,3,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",6
K108,12,1,58,70,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",141
K109,15,12,89,100,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",216
K110,1,0,6,7,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",14
K111,3,0,15,18,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",36
K112,2093,826,3607,4907,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",11433
K113,131,43,190,281,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",645
K114,4,0,10,14,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",28
K115,9,2,24,31,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",66
K116,1,1,6,6,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",14
K117,42,5,164,201,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",412
K118,12,3,21,32,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",68
K119,90,58,582,627,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",1357
K120,12,3,27,37,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",79
K121,164,31,604,743,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",1542
K122,520,146,402,792,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",1860
K123,35,15,267,289,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",606
K130,12,2,38,50,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",102
K131,0,0,4,4,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",8
K132,6,4,30,32,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",72
K133,1,1,8,8,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",18
K134,1,0,1,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K135,0,0,2,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K136,1,0,0,1,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",2
K137,211,208,583,594,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",1596
K140,28,13,108,123,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",272
K143,0,0,2,2,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",4
K146,8,2,27,33,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",70
K148,51,97,281,238,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",667
K149,86,42,498,548,hash,K00-K14,Digestive,"K00-K14 (Diseases of oral cavity, salivary glands and jaws)",1174
K20,3511,634,11614,15867,hash,K20,Digestive,K20 (Oesophagitis),31626
K210,688,12,2780,2203,hash,K21,Digestive,K21 (Gastro-oesophageal reflux disease),5683
K219,11427,368,157257,169952,hash,K21,Digestive,K21 (Gastro-oesophageal reflux disease),339004
K2191,0,0,1,0,hash,K21,Digestive,K21 (Gastro-oesophageal reflux disease),1
K220,3335,666,3428,6157,hash,K22,Digestive,K22 (Other diseases of oesophagus),13586
K221,1997,800,5055,6316,hash,K22,Digestive,K22 (Other diseases of oesophagus),14168
K222,7599,1755,15209,21270,hash,K22,Digestive,K22 (Other diseases of oesophagus),45833
K223,4904,2622,4469,7011,hash,K22,Digestive,K22 (Other diseases of oesophagus),19006
K224,4135,443,4683,8414,hash,K22,Digestive,K22 (Other diseases of oesophagus),17675
K225,1662,116,1209,2774,hash,K22,Digestive,K22 (Other diseases of oesophagus),5761
K226,1394,305,1993,3107,hash,K22,Digestive,K22 (Other diseases of oesophagus),6799
K227,890,102,8003,8804,hash,K22,Digestive,K22 (Other diseases of oesophagus),17799
K228,3588,4288,12662,12701,hash,K22,Digestive,K22 (Other diseases of oesophagus),33239
K229,1971,693,2666,5605,hash,K22,Digestive,K22 (Other diseases of oesophagus),10935
K250,478,37,467,597,hash,K25,Digestive,K25 (Gastric ulcer),1579
K251,105,68,68,107,hash,K25,Digestive,K25 (Gastric ulcer),348
K252,24,1,9,2,hash,K25,Digestive,K25 (Gastric ulcer),36
K253,47,99,118,409,hash,K25,Digestive,K25 (Gastric ulcer),673
K254,9462,488,6954,1818,hash,K25,Digestive,K25 (Gastric ulcer),18722
K2541,0,0,2,0,hash,K25,Digestive,K25 (Gastric ulcer),2
K255,8634,3505,4725,10309,hash,K25,Digestive,K25 (Gastric ulcer),27173
